Date	Time	---	cm/s
980816	22:18	862	4.89
980816	22:28	862	0.98
980816	22:38	862	1.47
980816	22:48	862	2.93
980816	22:58	862	3.42
980816	23:08	862	1.96
980816	23:18	862	6.36
980816	23:28	862	1.96
980816	23:38	862	4.89
980816	23:48	862	4.4
980816	23:58	862	3.91
980817	0:08	862	1.47
980817	0:18	862	6.84
980817	0:28	862	4.4
980817	0:38	862	6.84
980817	0:48	862	4.89
980817	0:58	862	4.4
980817	1:08	862	5.38
980817	1:18	862	3.91
980817	1:28	862	6.84
980817	1:38	862	4.4
980817	1:48	862	6.36
980817	1:58	862	2.93
980817	2:08	862	2.44
980817	2:18	862	1.96
980817	2:28	862	3.91
980817	2:38	862	0.98
980817	2:48	862	2.93
980817	2:58	862	3.42
980817	3:08	862	3.42
980817	3:18	862	3.42
980817	3:28	862	135.91
980817	3:38	862	199.96
980817	3:48	862	190.67
980817	3:58	862	177.96
980817	4:08	862	178.45
980817	4:18	862	175.52
980817	4:28	862	173.07
980817	4:38	862	171.6
980817	4:48	862	187.74
980817	4:58	862	170.63
980817	5:08	862	189.69
980817	5:18	862	200.45
980817	5:28	862	176.98
980817	5:38	862	177.96
980817	5:48	862	186.27
980817	5:58	862	195.07
980817	6:08	862	165.74
980817	6:18	862	171.6
980817	6:28	862	178.45
980817	6:38	862	161.34
980817	6:48	862	182.36
980817	6:58	862	175.03
980817	7:08	862	183.83
980817	7:18	862	37.16
980817	7:28	862	0.98
980817	7:38	862	2.44
980817	7:48	862	5.38
980817	7:58	862	6.36
980817	8:08	862	5.87
980817	8:18	862	8.31
980817	8:28	862	1.96
980817	8:38	862	3.91
980817	8:48	862	0.98
980817	8:58	862	0.98
980817	9:08	862	0.49
980817	9:18	862	0.98
980817	9:28	862	1.47
980817	9:38	862	0.49
980817	9:48	862	0.98
980817	9:58	862	1.47
980817	10:08	862	2.93
980817	10:18	862	0.49
980817	10:28	862	1.47
980817	10:38	862	1.96
980817	10:48	862	0.49
980817	10:58	862	1.47
980817	11:08	862	0.98
980817	11:18	862	0.98
980817	11:28	862	1.96
980817	11:38	862	3.42
980817	11:48	862	4.89
980817	11:58	862	2.93
980817	12:08	862	1.96
980817	12:18	862	0.98
980817	12:28	862	2.44
980817	12:38	862	2.93
980817	12:48	862	3.91
980817	12:58	862	1.96
980817	13:08	862	0.49
980817	13:18	862	0.49
980817	13:28	862	4.89
980817	13:38	862	3.42
980817	13:48	862	2.93
980817	13:58	862	2.93
980817	14:08	862	5.38
980817	14:18	862	2.93
980817	14:28	862	6.36
980817	14:38	862	6.84
980817	14:48	862	5.87
980817	14:58	862	4.89
980817	15:08	862	7.33
980817	15:18	862	1.96
980817	15:28	862	3.42
980817	15:38	862	4.4
980817	15:48	862	4.4
980817	15:58	862	4.89
980817	16:08	862	5.87
980817	16:18	862	5.87
980817	16:28	862	4.4
980817	16:38	862	3.42
980817	16:48	862	26.4
980817	16:58	862	148.63
980817	17:08	862	138.36
980817	17:18	862	159.38
980817	17:28	862	188.72
980817	17:38	862	160.85
980817	17:48	862	143.25
980817	17:58	862	139.83
980817	18:08	862	155.47
980817	18:18	862	173.07
980817	18:28	862	179.43
980817	18:38	862	170.14
980817	18:48	862	184.8
980817	18:58	862	178.94
980817	19:08	862	176.49
980817	19:18	862	177.96
980817	19:28	862	179.92
980817	19:38	862	181.38
980817	19:48	862	196.05
980817	19:58	862	198.98
980817	20:08	862	167.2
980817	20:18	862	176
980817	20:28	862	180.89
980817	20:38	862	164.76
980817	20:48	862	86.54
980817	20:58	862	7.33
980817	21:08	862	0.49
980817	21:18	862	2.93
980817	21:28	862	2.44
980817	21:38	862	1.96
980817	21:48	862	1.96
980817	21:58	862	3.91
980817	22:08	862	1.47
980817	22:18	862	2.44
980817	22:28	862	1.96
980817	22:38	862	2.44
980817	22:48	862	0
980817	22:58	862	2.93
980817	23:08	862	1.96
980817	23:18	862	1.96
980817	23:28	862	0.98
980817	23:38	862	1.47
980817	23:48	862	1.96
980817	23:58	862	0.98
980818	0:08	862	2.93
980818	0:18	862	2.93
980818	0:28	862	0.49
980818	0:38	862	1.47
980818	0:48	862	1.96
980818	0:58	862	2.44
980818	1:08	862	0.98
980818	1:18	862	4.4
980818	1:28	862	3.91
980818	1:38	862	0.98
980818	1:48	862	1.96
980818	1:58	862	1.96
980818	2:08	862	1.96
980818	2:18	862	1.96
980818	2:28	862	2.93
980818	2:38	862	2.44
980818	2:48	862	1.47
980818	2:58	862	1.47
980818	3:08	862	3.42
980818	3:18	862	2.93
980818	3:28	862	1.47
980818	3:38	862	3.91
980818	3:48	862	2.44
980818	3:58	862	3.42
980818	4:08	862	4.89
980818	4:18	862	2.44
980818	4:28	862	3.91
980818	4:38	862	2.93
980818	4:48	862	25.91
980818	4:58	862	152.05
980818	5:08	862	185.78
980818	5:18	862	193.12
980818	5:28	862	185.29
980818	5:38	862	183.34
980818	5:48	862	197.52
980818	5:58	862	188.72
980818	6:08	862	185.78
980818	6:18	862	158.4
980818	6:28	862	205.83
980818	6:38	862	188.23
980818	6:48	862	184.8
980818	6:58	862	192.14
980818	7:08	862	209.74
980818	7:18	862	203.38
980818	7:28	862	221.96
980818	7:38	862	219.03
980818	7:48	862	214.14
980818	7:58	862	200.94
980818	8:08	862	218.05
980818	8:18	862	218.54
980818	8:28	862	182.85
980818	8:38	862	189.2
980818	8:48	862	160.85
980818	8:58	862	12.71
980818	9:08	862	4.89
980818	9:18	862	1.96
980818	9:28	862	9.29
980818	9:38	862	6.36
980818	9:48	862	6.84
980818	9:58	862	7.33
980818	10:08	862	3.91
980818	10:18	862	1.96
980818	10:28	862	2.44
980818	10:38	862	0.49
980818	10:48	862	4.4
980818	10:58	862	4.89
980818	11:08	862	0.49
980818	11:18	862	1.96
980818	11:28	862	0.98
980818	11:38	862	3.42
980818	11:48	862	2.93
980818	11:58	862	3.42
980818	12:08	862	2.93
980818	12:18	862	0.98
980818	12:28	862	0.49
980818	12:38	862	3.42
980818	12:48	862	5.38
980818	12:58	862	2.93
980818	13:08	862	5.87
980818	13:18	862	3.91
980818	13:28	862	3.91
980818	13:38	862	2.44
980818	13:48	862	6.84
980818	13:58	862	4.89
980818	14:08	862	4.89
980818	14:18	862	6.84
980818	14:28	862	9.78
980818	14:38	862	7.33
980818	14:48	862	8.8
980818	14:58	862	7.82
980818	15:08	862	7.82
980818	15:18	862	10.76
980818	15:28	862	9.78
980818	15:38	862	8.8
980818	15:48	862	10.76
980818	15:58	862	9.78
980818	16:08	862	9.29
980818	16:18	862	8.31
980818	16:28	862	9.78
980818	16:38	862	1.96
980818	16:48	862	3.91
980818	16:58	862	5.87
980818	17:08	862	4.4
980818	17:18	862	6.84
980818	17:28	862	4.89
980818	17:38	862	3.42
980818	17:48	862	34.71
980818	17:58	862	152.54
980818	18:08	862	177.96
980818	18:18	862	195.56
980818	18:28	862	181.87
980818	18:38	862	172.09
980818	18:48	862	197.03
980818	18:58	862	167.2
980818	19:08	862	199.47
980818	19:18	862	160.36
980818	19:28	862	156.94
980818	19:38	862	202.4
980818	19:48	862	190.18
980818	19:58	862	179.92
980818	20:08	862	158.4
980818	20:18	862	178.45
980818	20:28	862	180.4
980818	20:38	862	203.87
980818	20:48	862	176
980818	20:58	862	193.12
980818	21:08	862	183.83
980818	21:18	862	175.52
980818	21:28	862	184.8
980818	21:38	862	207.29
980818	21:48	862	184.8
980818	21:58	862	216.09
980818	22:08	862	165.74
980818	22:18	862	7.82
980818	22:28	862	3.91
980818	22:38	862	5.38
980818	22:48	862	3.42
980818	22:58	862	4.89
980818	23:08	862	4.4
980818	23:18	862	3.91
980818	23:28	862	5.38
980818	23:38	862	1.96
980818	23:48	862	1.96
980818	23:58	862	2.93
980819	0:08	862	3.91
980819	0:18	862	5.38
980819	0:28	862	2.44
980819	0:38	862	1.47
980819	0:48	862	1.47
980819	0:58	862	3.42
980819	1:08	862	5.87
980819	1:18	862	4.4
980819	1:28	862	5.38
980819	1:38	862	5.38
980819	1:48	862	6.84
980819	1:58	862	8.31
980819	2:08	862	5.38
980819	2:18	862	3.42
980819	2:28	862	5.38
980819	2:38	862	4.89
980819	2:48	862	4.4
980819	2:58	862	1.47
980819	3:08	862	3.42
980819	3:18	862	3.42
980819	3:28	862	2.44
980819	3:38	862	3.91
980819	3:48	862	0.49
980819	3:58	862	1.96
980819	4:08	862	1.96
980819	4:18	862	1.47
980819	4:28	862	2.44
980819	4:38	862	0.98
980819	4:48	862	0.98
980819	4:58	862	3.42
980819	5:08	862	3.91
980819	5:18	862	1.47
980819	5:28	862	4.89
980819	5:38	862	2.44
980819	5:48	862	5.87
980819	5:58	862	28.36
980819	6:08	862	176
980819	6:18	862	170.14
980819	6:28	862	167.2
980819	6:38	862	176.98
980819	6:48	862	176.98
980819	6:58	862	181.87
980819	7:08	862	181.38
980819	7:18	862	189.69
980819	7:28	862	182.36
980819	7:38	862	201.92
980819	7:48	862	222.94
980819	7:58	862	205.34
980819	8:08	862	219.03
980819	8:18	862	221.47
980819	8:28	862	174.54
980819	8:38	862	194.09
980819	8:48	862	199.47
980819	8:58	862	212.18
980819	9:08	862	159.38
980819	9:18	862	120.76
980819	9:28	862	130.54
980819	9:38	862	108.05
980819	9:48	862	106.58
980819	9:58	862	118.8
980819	10:08	862	22.98
980819	10:18	862	3.91
980819	10:28	862	4.89
980819	10:38	862	8.31
980819	10:48	862	9.78
980819	10:58	862	8.8
980819	11:08	862	6.84
980819	11:18	862	4.89
980819	11:28	862	3.91
980819	11:38	862	3.42
980819	11:48	862	1.47
980819	11:58	862	0
980819	12:08	862	4.4
980819	12:18	862	1.47
980819	12:28	862	3.91
980819	12:38	862	5.38
980819	12:48	862	5.38
980819	12:58	862	5.38
980819	13:08	862	2.44
980819	13:18	862	1.96
980819	13:28	862	2.44
980819	13:38	862	4.4
980819	13:48	862	1.47
980819	13:58	862	2.44
980819	14:08	862	2.93
980819	14:18	862	1.47
980819	14:28	862	1.47
980819	14:38	862	0.49
980819	14:48	862	1.96
980819	14:58	862	3.91
980819	15:08	862	5.38
980819	15:18	862	6.84
980819	15:28	862	5.38
980819	15:38	862	11.73
980819	15:48	862	11.24
980819	15:58	862	9.29
980819	16:08	862	9.29
980819	16:18	862	8.31
980819	16:28	862	11.24
980819	16:38	862	8.31
980819	16:48	862	11.73
980819	16:58	862	10.27
980819	17:08	862	9.78
980819	17:18	862	4.89
980819	17:28	862	10.76
980819	17:38	862	6.36
980819	17:48	862	6.36
980819	17:58	862	3.91
980819	18:08	862	5.38
980819	18:18	862	4.4
980819	18:28	862	11.24
980819	18:38	862	131.03
980819	18:48	862	191.65
980819	18:58	862	177.96
980819	19:08	862	190.67
980819	19:18	862	195.56
980819	19:28	862	192.14
980819	19:38	862	176.98
980819	19:48	862	184.8
980819	19:58	862	209.74
980819	20:08	862	211.69
980819	20:18	862	161.83
980819	20:28	862	168.67
980819	20:38	862	175.03
980819	20:48	862	174.05
980819	20:58	862	193.6
980819	21:08	862	193.6
980819	21:18	862	204.36
980819	21:28	862	195.56
980819	21:38	862	195.07
980819	21:48	862	180.4
980819	21:58	862	212.67
980819	22:08	862	192.14
980819	22:18	862	212.18
980819	22:28	862	186.27
980819	22:38	862	207.29
980819	22:48	862	179.43
980819	22:58	862	159.38
980819	23:08	862	189.69
980819	23:18	862	52.31
980819	23:28	862	2.44
980819	23:38	862	4.89
980819	23:48	862	9.29
980819	23:58	862	7.82
980820	0:08	862	13.2
980820	0:18	862	8.31
980820	0:28	862	6.84
980820	0:38	862	6.84
980820	0:48	862	6.84
980820	0:58	862	7.82
980820	1:08	862	3.42
980820	1:18	862	4.89
980820	1:28	862	9.29
980820	1:38	862	5.87
980820	1:48	862	8.31
980820	1:58	862	7.82
980820	2:08	862	6.36
980820	2:18	862	2.93
980820	2:28	862	4.4
980820	2:38	862	7.33
980820	2:48	862	9.29
980820	2:58	862	6.84
980820	3:08	862	3.42
980820	3:18	862	5.38
980820	3:28	862	5.87
980820	3:38	862	3.42
980820	3:48	862	4.89
980820	3:58	862	2.44
980820	4:08	862	2.93
980820	4:18	862	3.91
980820	4:28	862	2.44
980820	4:38	862	2.44
980820	4:48	862	2.93
980820	4:58	862	5.38
980820	5:08	862	2.44
980820	5:18	862	2.44
980820	5:28	862	2.93
980820	5:38	862	0.98
980820	5:48	862	1.47
980820	5:58	862	2.93
980820	6:08	862	5.87
980820	6:18	862	3.91
980820	6:28	862	6.84
980820	6:38	862	4.4
980820	6:48	862	175.52
980820	6:58	862	209.74
980820	7:08	862	215.6
980820	7:18	862	220.49
980820	7:28	862	212.18
980820	7:38	862	178.94
980820	7:48	862	172.58
980820	7:58	862	180.4
980820	8:08	862	167.69
980820	8:18	862	119.29
980820	8:28	862	123.69
980820	8:38	862	113.42
980820	8:48	862	117.82
980820	8:58	862	110.49
980820	9:08	862	105.11
980820	9:18	862	79.69
980820	9:28	862	93.87
980820	9:38	862	50.85
980820	9:48	862	50.85
980820	9:58	862	30.31
980820	10:08	862	44.49
980820	10:18	862	29.33
980820	10:28	862	55.73
980820	10:38	862	47.42
980820	10:48	862	45.96
980820	10:58	862	76.27
980820	11:08	862	17.11
980820	11:18	862	4.89
980820	11:28	862	3.91
980820	11:38	862	4.89
980820	11:48	862	6.36
980820	11:58	862	7.33
980820	12:08	862	2.93
980820	12:18	862	6.84
980820	12:28	862	4.89
980820	12:38	862	3.42
980820	12:48	862	2.93
980820	12:58	862	3.91
980820	13:08	862	5.38
980820	13:18	862	2.93
980820	13:28	862	5.87
980820	13:38	862	1.96
980820	13:48	862	5.38
980820	13:58	862	1.96
980820	14:08	862	3.42
980820	14:18	862	1.96
980820	14:28	862	4.89
980820	14:38	862	0.98
980820	14:48	862	1.47
980820	14:58	862	1.47
980820	15:08	862	1.96
980820	15:18	862	4.89
980820	15:28	862	0
980820	15:38	862	1.96
980820	15:48	862	0.49
980820	15:58	862	5.38
980820	16:08	862	3.42
980820	16:18	862	6.36
980820	16:28	862	7.33
980820	16:38	862	8.31
980820	16:48	862	7.82
980820	16:58	862	7.82
980820	17:08	862	6.36
980820	17:18	862	6.84
980820	17:28	862	6.36
980820	17:38	862	5.87
980820	17:48	862	6.36
980820	17:58	862	7.33
980820	18:08	862	5.87
980820	18:18	862	7.82
980820	18:28	862	9.29
980820	18:38	862	7.33
980820	18:48	862	3.91
980820	18:58	862	7.82
980820	19:08	862	73.33
980820	19:18	862	159.87
980820	19:28	862	152.05
980820	19:38	862	187.25
980820	19:48	862	185.78
980820	19:58	862	177.47
980820	20:08	862	186.76
980820	20:18	862	216.58
980820	20:28	862	200.94
980820	20:38	862	175.03
980820	20:48	862	183.83
980820	20:58	862	216.09
980820	21:08	862	202.89
980820	21:18	862	183.34
980820	21:28	862	167.69
980820	21:38	862	206.32
980820	21:48	862	194.58
980820	21:58	862	174.05
980820	22:08	862	174.54
980820	22:18	862	176.49
980820	22:28	862	178.94
980820	22:38	862	199.96
980820	22:48	862	243.96
980820	22:58	862	232.72
980820	23:08	862	192.14
980820	23:18	862	183.83
980820	23:28	862	188.23
980820	23:38	862	195.07
980820	23:48	862	199.96
980820	23:58	862	132
980821	0:08	862	4.89
980821	0:18	862	6.84
980821	0:28	862	10.76
980821	0:38	862	12.22
980821	0:48	862	4.4
980821	0:58	862	5.38
980821	1:08	862	1.96
980821	1:18	862	3.91
980821	1:28	862	3.42
980821	1:38	862	2.44
980821	1:48	862	6.36
980821	1:58	862	6.36
980821	2:08	862	7.82
980821	2:18	862	7.82
980821	2:28	862	6.84
980821	2:38	862	4.89
980821	2:48	862	5.38
980821	2:58	862	6.36
980821	3:08	862	7.82
980821	3:18	862	6.36
980821	3:28	862	7.82
980821	3:38	862	8.31
980821	3:48	862	7.33
980821	3:58	862	6.36
980821	4:08	862	5.87
980821	4:18	862	7.82
980821	4:28	862	5.38
980821	4:38	862	5.38
980821	4:48	862	3.42
980821	4:58	862	1.47
980821	5:08	862	2.44
980821	5:18	862	3.91
980821	5:28	862	0.49
980821	5:38	862	3.91
980821	5:48	862	5.38
980821	5:58	862	4.4
980821	6:08	862	5.38
980821	6:18	862	4.89
980821	6:28	862	4.4
980821	6:38	862	5.38
980821	6:48	862	7.82
980821	6:58	862	7.33
980821	7:08	862	2.93
980821	7:18	862	182.85
980821	7:28	862	226.85
980821	7:38	862	212.18
980821	7:48	862	155.47
980821	7:58	862	183.34
980821	8:08	862	164.76
980821	8:18	862	138.36
980821	8:28	862	122.71
980821	8:38	862	110.49
980821	8:48	862	125.16
980821	8:58	862	61.6
980821	9:08	862	77.25
980821	9:18	862	66.98
980821	9:28	862	54.27
980821	9:38	862	44.49
980821	9:48	862	39.11
980821	9:58	862	40.58
980821	10:08	862	27.87
980821	10:18	862	36.67
980821	10:28	862	48.89
980821	10:38	862	48.89
980821	10:48	862	61.11
980821	10:58	862	35.69
980821	11:08	862	77.74
980821	11:18	862	95.82
980821	11:28	862	82.62
980821	11:38	862	106.09
980821	11:48	862	87.51
980821	11:58	862	71.87
980821	12:08	862	2.44
980821	12:18	862	7.82
980821	12:28	862	10.27
980821	12:38	862	6.84
980821	12:48	862	6.36
980821	12:58	862	3.91
980821	13:08	862	4.4
980821	13:18	862	4.4
980821	13:28	862	5.87
980821	13:38	862	2.93
980821	13:48	862	4.4
980821	13:58	862	2.93
980821	14:08	862	1.96
980821	14:18	862	2.44
980821	14:28	862	3.42
980821	14:38	862	5.87
980821	14:48	862	6.36
980821	14:58	862	6.84
980821	15:08	862	3.42
980821	15:18	862	6.36
980821	15:28	862	3.91
980821	15:38	862	4.89
980821	15:48	862	2.93
980821	15:58	862	3.91
980821	16:08	862	1.47
980821	16:18	862	2.93
980821	16:28	862	2.44
980821	16:38	862	1.96
980821	16:48	862	1.47
980821	16:58	862	2.93
980821	17:08	862	6.36
980821	17:18	862	4.89
980821	17:28	862	3.91
980821	17:38	862	4.89
980821	17:48	862	6.36
980821	17:58	862	2.44
980821	18:08	862	2.93
980821	18:18	862	3.91
980821	18:28	862	9.78
980821	18:38	862	8.8
980821	18:48	862	8.31
980821	18:58	862	5.38
980821	19:08	862	4.89
980821	19:18	862	7.82
980821	19:28	862	6.36
980821	19:38	862	15.16
980821	19:48	862	175.03
980821	19:58	862	187.25
980821	20:08	862	187.25
980821	20:18	862	180.89
980821	20:28	862	163.78
980821	20:38	862	181.87
980821	20:48	862	153.51
980821	20:58	862	160.36
980821	21:08	862	147.16
980821	21:18	862	161.34
980821	21:28	862	168.18
980821	21:38	862	172.58
980821	21:48	862	151.07
980821	21:58	862	195.56
980821	22:08	862	174.05
980821	22:18	862	166.23
980821	22:28	862	172.58
980821	22:38	862	185.29
980821	22:48	862	168.67
980821	22:58	862	174.54
980821	23:08	862	176
980821	23:18	862	191.16
980821	23:28	862	169.65
980821	23:38	862	197.03
980821	23:48	862	223.43
980821	23:58	862	198.98
980822	0:08	862	181.38
980822	0:18	862	200.45
980822	0:28	862	198
980822	0:38	862	86.54
980822	0:48	862	3.91
980822	0:58	862	3.91
980822	1:08	862	7.82
980822	1:18	862	3.42
980822	1:28	862	5.38
980822	1:38	862	5.87
980822	1:48	862	6.84
980822	1:58	862	4.89
980822	2:08	862	4.89
980822	2:18	862	4.89
980822	2:28	862	5.38
980822	2:38	862	7.33
980822	2:48	862	8.31
980822	2:58	862	6.36
980822	3:08	862	6.36
980822	3:18	862	3.42
980822	3:28	862	6.84
980822	3:38	862	8.8
980822	3:48	862	7.82
980822	3:58	862	9.78
980822	4:08	862	8.31
980822	4:18	862	6.36
980822	4:28	862	4.89
980822	4:38	862	6.36
980822	4:48	862	7.82
980822	4:58	862	4.4
980822	5:08	862	2.44
980822	5:18	862	1.96
980822	5:28	862	0.49
980822	5:38	862	2.93
980822	5:48	862	1.96
980822	5:58	862	0.49
980822	6:08	862	5.38
980822	6:18	862	4.89
980822	6:28	862	2.93
980822	6:38	862	3.42
980822	6:48	862	6.36
980822	6:58	862	6.36
980822	7:08	862	6.36
980822	7:18	862	6.36
980822	7:28	862	4.4
980822	7:38	862	4.4
980822	7:48	862	19.07
980822	7:58	862	213.16
980822	8:08	862	190.18
980822	8:18	862	167.2
980822	8:28	862	156.94
980822	8:38	862	117.82
980822	8:48	862	118.8
980822	8:58	862	108.54
980822	9:08	862	88.98
980822	9:18	862	78.22
980822	9:28	862	79.69
980822	9:38	862	82.62
980822	9:48	862	58.67
980822	9:58	862	52.8
980822	10:08	862	55.73
980822	10:18	862	84.58
980822	10:28	862	55.73
980822	10:38	862	88.49
980822	10:48	862	86.05
980822	10:58	862	78.71
980822	11:08	862	87.02
980822	11:18	862	70.89
980822	11:28	862	171.6
980822	11:38	862	172.09
980822	11:48	862	127.6
980822	11:58	862	150.58
980822	12:08	862	134.94
980822	12:18	862	108.54
980822	12:28	862	93.87
980822	12:38	862	7.33
980822	12:48	862	3.91
980822	12:58	862	2.93
980822	13:08	862	5.38
980822	13:18	862	5.87
980822	13:28	862	5.38
980822	13:38	862	6.84
980822	13:48	862	4.4
980822	13:58	862	3.91
980822	14:08	862	4.4
980822	14:18	862	4.89
980822	14:28	862	3.42
980822	14:38	862	4.89
980822	14:48	862	4.4
980822	14:58	862	4.4
980822	15:08	862	4.4
980822	15:18	862	1.96
980822	15:28	862	2.93
980822	15:38	862	2.44
980822	15:48	862	2.93
980822	15:58	862	0.49
980822	16:08	862	1.96
980822	16:18	862	0.49
980822	16:28	862	0.98
980822	16:38	862	1.47
980822	16:48	862	1.96
980822	16:58	862	3.42
980822	17:08	862	3.42
980822	17:18	862	2.44
980822	17:28	862	7.82
980822	17:38	862	5.87
980822	17:48	862	10.27
980822	17:58	862	10.76
980822	18:08	862	9.78
980822	18:18	862	6.36
980822	18:28	862	6.36
980822	18:38	862	0.49
980822	18:48	862	0.98
980822	18:58	862	4.4
980822	19:08	862	3.42
980822	19:18	862	7.33
980822	19:28	862	8.8
980822	19:38	862	10.27
980822	19:48	862	6.84
980822	19:58	862	3.42
980822	20:08	862	7.33
980822	20:18	862	137.38
980822	20:28	862	162.8
980822	20:38	862	185.29
980822	20:48	862	195.07
980822	20:58	862	149.11
980822	21:08	862	180.4
980822	21:18	862	190.18
980822	21:28	862	172.09
980822	21:38	862	197.03
980822	21:48	862	170.63
980822	21:58	862	176.49
980822	22:08	862	183.83
980822	22:18	862	161.83
980822	22:28	862	195.56
980822	22:38	862	176.98
980822	22:48	862	173.56
980822	22:58	862	182.85
980822	23:08	862	203.87
980822	23:18	862	188.72
980822	23:28	862	170.63
980822	23:38	862	184.32
980822	23:48	862	194.58
980822	23:58	862	206.8
980823	0:08	862	176
980823	0:18	862	180.89
980823	0:28	862	192.63
980823	0:38	862	169.65
980823	0:48	862	200.94
980823	0:58	862	171.12
980823	1:08	862	152.05
980823	1:18	862	4.89
980823	1:28	862	5.87
980823	1:38	862	7.33
980823	1:48	862	8.8
980823	1:58	862	4.89
980823	2:08	862	3.91
980823	2:18	862	1.47
980823	2:28	862	2.93
980823	2:38	862	3.91
980823	2:48	862	1.47
980823	2:58	862	1.96
980823	3:08	862	1.96
980823	3:18	862	5.38
980823	3:28	862	2.93
980823	3:38	862	6.36
980823	3:48	862	6.36
980823	3:58	862	4.89
980823	4:08	862	4.89
980823	4:18	862	6.36
980823	4:28	862	6.36
980823	4:38	862	3.91
980823	4:48	862	2.44
980823	4:58	862	5.87
980823	5:08	862	9.29
980823	5:18	862	5.38
980823	5:28	862	2.44
980823	5:38	862	2.44
980823	5:48	862	1.96
980823	5:58	862	3.42
980823	6:08	862	3.42
980823	6:18	862	2.44
980823	6:28	862	0.49
980823	6:38	862	2.93
980823	6:48	862	2.93
980823	6:58	862	2.44
980823	7:08	862	5.87
980823	7:18	862	3.91
980823	7:28	862	3.42
980823	7:38	862	3.91
980823	7:48	862	6.36
980823	7:58	862	6.84
980823	8:08	862	5.87
980823	8:18	862	2.44
980823	8:28	862	199.96
980823	8:38	862	186.27
980823	8:48	862	148.63
980823	8:58	862	117.82
980823	9:08	862	120.76
980823	9:18	862	119.29
980823	9:28	862	114.89
980823	9:38	862	110
980823	9:48	862	126.63
980823	9:58	862	69.91
980823	10:08	862	73.82
980823	10:18	862	73.33
980823	10:28	862	54.27
980823	10:38	862	51.33
980823	10:48	862	83.11
980823	10:58	862	100.22
980823	11:08	862	93.87
980823	11:18	862	107.07
980823	11:28	862	88.98
980823	11:38	862	100.71
980823	11:48	862	89.47
980823	11:58	862	87.51
980823	12:08	862	85.56
980823	12:18	862	86.54
980823	12:28	862	122.22
980823	12:38	862	94.36
980823	12:48	862	121.25
980823	12:58	862	122.22
980823	13:08	862	97.29
980823	13:18	862	2.93
980823	13:28	862	9.78
980823	13:38	862	13.69
980823	13:48	862	17.11
980823	13:58	862	1.96
980823	14:08	862	0.98
980823	14:18	862	1.47
980823	14:28	862	4.4
980823	14:38	862	0.98
980823	14:48	862	3.91
980823	14:58	862	5.38
980823	15:08	862	2.93
980823	15:18	862	4.4
980823	15:28	862	5.87
980823	15:38	862	7.82
980823	15:48	862	6.36
980823	15:58	862	7.33
980823	16:08	862	3.91
980823	16:18	862	5.38
980823	16:28	862	7.33
980823	16:38	862	3.42
980823	16:48	862	5.38
980823	16:58	862	6.36
980823	17:08	862	3.91
980823	17:18	862	10.27
980823	17:28	862	4.89
980823	17:38	862	5.38
980823	17:48	862	6.36
980823	17:58	862	2.44
980823	18:08	862	2.93
980823	18:18	862	1.96
980823	18:28	862	0.98
980823	18:38	862	2.44
980823	18:48	862	1.47
980823	18:58	862	2.44
980823	19:08	862	7.33
980823	19:18	862	4.89
980823	19:28	862	6.84
980823	19:38	862	4.4
980823	19:48	862	10.27
980823	19:58	862	6.36
980823	20:08	862	5.87
980823	20:18	862	6.36
980823	20:28	862	5.87
980823	20:38	862	8.8
980823	20:48	862	171.12
980823	20:58	862	167.69
980823	21:08	862	170.63
980823	21:18	862	159.38
980823	21:28	862	196.54
980823	21:38	862	187.25
980823	21:48	862	172.58
980823	21:58	862	165.25
980823	22:08	862	176.98
980823	22:18	862	177.47
980823	22:28	862	191.16
980823	22:38	862	165.25
980823	22:48	862	180.89
980823	22:58	862	166.23
980823	23:08	862	150.58
980823	23:18	862	170.14
980823	23:28	862	183.34
980823	23:38	862	170.63
980823	23:48	862	179.43
980823	23:58	862	154.98
980824	0:08	862	170.63
980824	0:18	862	201.43
980824	0:28	862	168.18
980824	0:38	862	194.09
980824	0:48	862	168.18
980824	0:58	862	176
980824	1:08	862	202.89
980824	1:18	862	174.54
980824	1:28	862	178.45
980824	1:38	862	170.63
980824	1:48	862	7.33
980824	1:58	862	4.4
980824	2:08	862	9.29
980824	2:18	862	7.33
980824	2:28	862	10.27
980824	2:38	862	7.82
980824	2:48	862	8.31
980824	2:58	862	7.33
980824	3:08	862	7.33
980824	3:18	862	4.89
980824	3:28	862	6.84
980824	3:38	862	3.42
980824	3:48	862	7.33
980824	3:58	862	6.36
980824	4:08	862	7.82
980824	4:18	862	7.33
980824	4:28	862	7.82
980824	4:38	862	8.31
980824	4:48	862	9.78
980824	4:58	862	5.87
980824	5:08	862	7.82
980824	5:18	862	6.36
980824	5:28	862	9.29
980824	5:38	862	3.42
980824	5:48	862	4.89
980824	5:58	862	3.91
980824	6:08	862	4.4
980824	6:18	862	1.47
980824	6:28	862	1.96
980824	6:38	862	0.49
980824	6:48	862	4.89
980824	6:58	862	0.98
980824	7:08	862	1.47
980824	7:18	862	5.87
980824	7:28	862	2.93
980824	7:38	862	1.47
980824	7:48	862	4.89
980824	7:58	862	7.33
980824	8:08	862	7.82
980824	8:18	862	4.89
980824	8:28	862	7.33
980824	8:38	862	8.31
980824	8:48	862	2.44
980824	8:58	862	187.74
980824	9:08	862	159.87
980824	9:18	862	153.03
980824	9:28	862	153.03
980824	9:38	862	111.96
